RMP_Link,Real_Name,RMP_Name,Match Status
https://www.ratemyprofessors.com/professor/2459821,Chenxi Wu,Chenxi Wu,good
https://www.ratemyprofessors.com/professor/2328673,Pham Tiep,Pham Tiep,good
https://www.ratemyprofessors.com/professor/2509667,Bhargav Peruvemba Narayanan,Bhargav Narayanan,bad
https://www.ratemyprofessors.com/professor/2035484,Ioanna Mavrea,Ioanna Mavrea,good
https://www.ratemyprofessors.com/professor/273031,Xiaochun Rong,Xiaochun Rong,good
https://www.ratemyprofessors.com/professor/2513412,Franco Rota,Franco Rota,good
https://www.ratemyprofessors.com/professor/1401328,Naum Perelman,Naum Perelman,good
https://www.ratemyprofessors.com/professor/339492,Sagun Chanillo,Sagun Chanillo,good
https://www.ratemyprofessors.com/professor/2345222,Man Shun Ma,Man Shun Ma,good
https://www.ratemyprofessors.com/professor/1957653,Sophie Kan,Sophie Kan,good
https://www.ratemyprofessors.com/professor/2237442,Joshua Salamon,Joshua Salamon,good
https://www.ratemyprofessors.com/professor/214646,Lisa Carbone,Lisa Carbone,good
https://www.ratemyprofessors.com/professor/2069152,David Molnar,David Molnar,good
https://www.ratemyprofessors.com/professor/105006,Hector Sussmann,Hector Sussman,bad
https://www.ratemyprofessors.com/professor/885320,Christopher Woodward,Chris Woodward,bad
https://www.ratemyprofessors.com/professor/1310221,Juan Mejia-Ramos,Pablo Mejia Ramos,bad
https://www.ratemyprofessors.com/professor/346138,Janos Komlos,Janos Komlos,good
https://www.ratemyprofessors.com/professor/2449666,Sven Moeller,Sven Moeller,good
https://www.ratemyprofessors.com/professor/2513417,Xiaojun Huang,Xiaojun Huang,good
https://www.ratemyprofessors.com/professor/396450,Jozsef Beck,Jozsef Beck,good
https://www.ratemyprofessors.com/professor/326032,Michael Kiessling,Michael Kiessling,good
https://www.ratemyprofessors.com/professor/2365577,Shane Kepley,Shane Kepley,good
https://www.ratemyprofessors.com/professor/333729,Feng Luo,Feng Luo,good
https://www.ratemyprofessors.com/professor/2485400,Jingni Xiao,Jingni Xiao,good
https://www.ratemyprofessors.com/professor/352624,Simon Thomas,Simon Thomas,good
https://www.ratemyprofessors.com/professor/149246,Yi-Zhi Huang,Yi-Zhi Huang,bad
https://www.ratemyprofessors.com/professor/2463944,Brian Klatt,Brian Klatt,good
https://www.ratemyprofessors.com/professor/2460136,Eunjung Noh,Eunjung Noh,good
https://www.ratemyprofessors.com/professor/2512872,Elena Queirolo,Elena Queirolo,bad
